Incident Number,Customer Query,IT Support Response,Assigned Team,Resolution,Priority,SLA Time,Incident Date,Resolution Date,Days to Resolve
INC00197,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team B,Escalated,Medium,3 Days,2023-12-15,2023-12-21,6
INC00198,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team B,Escalated,Critical,4 Hours,2024-01-02,2024-01-03,1
INC00199,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Escalated,Medium,3 Days,2024-01-09,2024-01-14,5
INC00200,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Resolved,High,24 Hours,2023-12-14,2023-12-18,4
INC00201,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team D,Closed,Low,1 Week,2023-12-10,2023-12-22,12
INC00202,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Closed,High,24 Hours,2023-12-16,2023-12-19,3
INC00203,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Closed,Medium,3 Days,2024-01-08,2024-01-13,5
INC00204,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team B,Closed,Critical,4 Hours,2023-12-26,2023-12-28,2
INC00205,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team B,Escalated,Critical,4 Hours,2024-01-06,2024-01-07,1
INC00206,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Pending,High,24 Hours,2024-01-08,2024-01-10,2
INC00207,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Resolved,High,24 Hours,2023-12-11,2023-12-13,2
INC00208,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team D,Escalated,Critical,4 Hours,2023-12-27,2023-12-28,1
INC00209,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team B,Closed,Medium,3 Days,2024-01-06,2024-01-13,7
INC00210,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team A,Resolved,Medium,3 Days,2024-01-06,2024-01-13,7
INC00211,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Pending,Medium,3 Days,2023-12-23,2023-12-29,6
INC00212,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team B,Pending,Critical,4 Hours,2023-12-26,2023-12-28,2
INC00213,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team B,Resolved,Critical,4 Hours,2024-01-05,2024-01-06,1
INC00214,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team D,Pending,Medium,3 Days,2023-12-25,2023-12-30,5
INC00215,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team D,Escalated,Low,1 Week,2024-01-01,2024-01-14,13
INC00216,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team D,Pending,Medium,3 Days,2023-12-20,2023-12-27,7
INC00217,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team C,Resolved,Medium,3 Days,2023-12-11,2023-12-18,7
INC00218,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Resolved,Medium,3 Days,2023-12-16,2023-12-20,4
INC00219,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team B,Resolved,Low,1 Week,2023-12-27,2024-01-04,8
INC00220,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Resolved,High,24 Hours,2024-01-01,2024-01-03,2
INC00221,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team D,Resolved,Medium,3 Days,2023-12-16,2023-12-20,4
INC00222,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team B,Escalated,High,24 Hours,2023-12-23,2023-12-25,2
INC00223,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Escalated,Medium,3 Days,2023-12-17,2023-12-23,6
INC00224,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team A,Escalated,High,24 Hours,2023-12-15,2023-12-18,3
INC00225,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team C,Pending,Low,1 Week,2023-12-28,2024-01-08,11
INC00226,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Escalated,High,24 Hours,2023-12-28,2023-12-31,3
INC00227,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team A,Escalated,Critical,4 Hours,2023-12-13,2023-12-14,1
INC00228,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team A,Closed,Critical,4 Hours,2023-12-30,2023-12-31,1
INC00229,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team B,Closed,High,24 Hours,2023-12-21,2023-12-24,3
INC00230,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team C,Resolved,Critical,4 Hours,2024-01-01,2024-01-02,1
INC00231,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team D,Pending,Critical,4 Hours,2023-12-16,2023-12-17,1
INC00232,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Escalated,High,24 Hours,2023-12-11,2023-12-13,2
INC00233,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team C,Resolved,Low,1 Week,2023-12-30,2024-01-09,10
INC00234,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team A,Pending,High,24 Hours,2023-12-16,2023-12-20,4
INC00235,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team C,Pending,High,24 Hours,2023-12-20,2023-12-24,4
INC00236,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team D,Escalated,Critical,4 Hours,2023-12-11,2023-12-13,2
INC00237,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Closed,Medium,3 Days,2023-12-17,2023-12-23,6
INC00238,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Pending,Medium,3 Days,2024-01-09,2024-01-15,6
INC00239,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Resolved,Medium,3 Days,2023-12-21,2023-12-28,7
INC00240,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team D,Closed,Critical,4 Hours,2023-12-25,2023-12-27,2
INC00241,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team B,Resolved,Low,1 Week,2024-01-04,2024-01-15,11
INC00242,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Closed,Medium,3 Days,2023-12-10,2023-12-15,5
INC00243,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team C,Resolved,Low,1 Week,2023-12-21,2023-12-28,7
INC00244,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Escalated,Medium,3 Days,2024-01-01,2024-01-05,4
INC00245,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Closed,Medium,3 Days,2023-12-18,2023-12-24,6
