Incident Number,Incident Title,Incident Description,Assigned Team,Resolution,Product Category,Priority,SLA Time,Incident Date,Resolution Date,Days to Resolve
INC00826,Software Installation Error,Error encountered during the installation of software X.,Team B,Closed,Networking,Critical,4 Hours,2024-01-01,2024-01-07,6
INC00827,Software Installation Error,Error encountered during the installation of software X.,Team A,Pending,Software,Critical,4 Hours,2023-12-13,2023-12-26,13
INC00828,Software Installation Error,Error encountered during the installation of software X.,Team C,Pending,Software,Critical,4 Hours,2023-12-16,2023-12-31,15
INC00829,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Escalated,Networking,Low,1 Week,2024-01-09,2024-01-14,5
INC00830,Software Installation Error,Error encountered during the installation of software X.,Team A,Closed,Networking,Critical,4 Hours,2023-12-26,2023-12-30,4
INC00831,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Pending,Storage,Low,1 Week,2023-12-22,2023-12-25,3
INC00832,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Escalated,Storage,Low,1 Week,2024-01-05,2024-01-20,15
INC00833,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Closed,Storage,Medium,3 Days,2023-12-11,2023-12-18,7
INC00834,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Closed,Storage,Medium,3 Days,2024-01-02,2024-01-08,6
INC00835,Laptop Overheating,User reports that their company-issued laptop overheats frequently.,Team A,Closed,Hardware,Critical,4 Hours,2024-01-06,2024-01-20,14
INC00836,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Closed,Software,Low,1 Week,2023-12-23,2023-12-26,3
INC00837,Software Installation Error,Error encountered during the installation of software X.,Team A,Closed,Storage,Low,1 Week,2024-01-05,2024-01-05,0
INC00838,Software Installation Error,Error encountered during the installation of software X.,Team B,Pending,Storage,High,24 Hours,2023-12-15,2023-12-28,13
INC00839,Software Installation Error,Error encountered during the installation of software X.,Team A,Resolved,Storage,Low,1 Week,2023-12-21,2024-01-03,13
INC00840,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Closed,Networking,Low,1 Week,2023-12-27,2024-01-11,15
INC00841,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Resolved,Networking,Low,1 Week,2023-12-11,2023-12-20,9
INC00842,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Resolved,Storage,Critical,4 Hours,2024-01-07,2024-01-16,9
INC00843,Software Installation Error,Error encountered during the installation of software X.,Team B,Escalated,Software,High,24 Hours,2024-01-07,2024-01-07,0
INC00844,Software Installation Error,Error encountered during the installation of software X.,Team C,Resolved,Networking,Critical,4 Hours,2023-12-17,2023-12-18,1
INC00845,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Pending,Networking,Medium,3 Days,2023-12-26,2024-01-04,9
INC00846,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Escalated,Software,High,24 Hours,2024-01-05,2024-01-18,13
INC00847,Software Installation Error,Error encountered during the installation of software X.,Team C,Pending,Software,Critical,4 Hours,2023-12-13,2023-12-13,0
INC00848,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Escalated,Software,Low,1 Week,2023-12-21,2023-12-22,1
INC00849,Laptop Overheating,User reports that their company-issued laptop overheats frequently.,Team B,Resolved,Hardware,High,24 Hours,2023-12-29,2024-01-04,6
INC00850,Laptop Overheating,User reports that their company-issued laptop overheats frequently.,Team D,Resolved,Hardware,Critical,4 Hours,2023-12-21,2024-01-01,11
INC00851,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Closed,Networking,Low,1 Week,2024-01-07,2024-01-09,2
INC00852,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Escalated,Networking,Low,1 Week,2023-12-24,2024-01-03,10
INC00853,Software Installation Error,Error encountered during the installation of software X.,Team A,Resolved,Networking,Low,1 Week,2023-12-17,2023-12-23,6
INC00854,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Resolved,Storage,Critical,4 Hours,2023-12-18,2023-12-24,6
INC00855,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Pending,Storage,Medium,3 Days,2024-01-03,2024-01-10,7
INC00856,Laptop Overheating,User reports that their company-issued laptop overheats frequently.,Team D,Pending,Hardware,Critical,4 Hours,2024-01-02,2024-01-11,9
INC00857,Software Installation Error,Error encountered during the installation of software X.,Team D,Closed,Software,Medium,3 Days,2024-01-05,2024-01-10,5
INC00858,Printer Not Responding,The network printer in the finance department is not responding.,Team C,Resolved,Hardware,High,24 Hours,2024-01-06,2024-01-11,5
INC00859,Printer Not Responding,The network printer in the finance department is not responding.,Team C,Escalated,Hardware,Critical,4 Hours,2024-01-02,2024-01-08,6
INC00860,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Resolved,Software,Critical,4 Hours,2023-12-27,2023-12-30,3
INC00861,Software Installation Error,Error encountered during the installation of software X.,Team A,Closed,Storage,Medium,3 Days,2023-12-30,2024-01-08,9
INC00862,Software Installation Error,Error encountered during the installation of software X.,Team B,Closed,Networking,Critical,4 Hours,2024-01-01,2024-01-12,11
INC00863,Software Installation Error,Error encountered during the installation of software X.,Team D,Escalated,Storage,Medium,3 Days,2023-12-10,2023-12-25,15
INC00864,Software Installation Error,Error encountered during the installation of software X.,Team C,Pending,Software,Low,1 Week,2024-01-02,2024-01-07,5
INC00865,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Closed,Networking,High,24 Hours,2023-12-19,2023-12-31,12
INC00866,Software Installation Error,Error encountered during the installation of software X.,Team A,Escalated,Networking,Critical,4 Hours,2023-12-22,2024-01-02,11
INC00867,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Escalated,Software,Low,1 Week,2023-12-25,2023-12-28,3
INC00868,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Pending,Networking,Critical,4 Hours,2024-01-03,2024-01-17,14
INC00869,Software Installation Error,Error encountered during the installation of software X.,Team D,Resolved,Storage,Critical,4 Hours,2023-12-27,2024-01-10,14
INC00870,Software Installation Error,Error encountered during the installation of software X.,Team B,Resolved,Software,High,24 Hours,2024-01-06,2024-01-16,10
INC00871,Laptop Overheating,User reports that their company-issued laptop overheats frequently.,Team A,Pending,Hardware,Critical,4 Hours,2024-01-03,2024-01-18,15
INC00872,Software Installation Error,Error encountered during the installation of software X.,Team C,Resolved,Software,Critical,4 Hours,2023-12-29,2024-01-06,8
INC00873,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Escalated,Storage,Medium,3 Days,2023-12-14,2023-12-27,13
INC00874,Software Installation Error,Error encountered during the installation of software X.,Team A,Closed,Networking,Low,1 Week,2023-12-19,2023-12-28,9
INC00875,Software Installation Error,Error encountered during the installation of software X.,Team D,Pending,Storage,Critical,4 Hours,2023-12-13,2023-12-15,2
INC00876,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Resolved,Software,High,24 Hours,2024-01-05,2024-01-10,5
INC00877,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Pending,Networking,Medium,3 Days,2023-12-17,2023-12-23,6
INC00878,Printer Not Responding,The network printer in the finance department is not responding.,Team C,Escalated,Hardware,Critical,4 Hours,2023-12-26,2023-12-29,3
INC00879,Printer Not Responding,The network printer in the finance department is not responding.,Team C,Resolved,Hardware,Low,1 Week,2023-12-13,2023-12-17,4
INC00880,Printer Not Responding,The network printer in the finance department is not responding.,Team B,Resolved,Hardware,Medium,3 Days,2023-12-11,2023-12-23,12
INC00881,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Escalated,Storage,Medium,3 Days,2024-01-05,2024-01-14,9
INC00882,Software Installation Error,Error encountered during the installation of software X.,Team C,Pending,Software,Critical,4 Hours,2024-01-03,2024-01-07,4
INC00883,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Closed,Storage,Low,1 Week,2023-12-23,2023-12-24,1
INC00884,Software Installation Error,Error encountered during the installation of software X.,Team C,Resolved,Software,Medium,3 Days,2023-12-28,2024-01-02,5
INC00885,Software Installation Error,Error encountered during the installation of software X.,Team B,Pending,Networking,High,24 Hours,2024-01-08,2024-01-22,14
INC00886,Software Installation Error,Error encountered during the installation of software X.,Team A,Resolved,Storage,Low,1 Week,2023-12-22,2023-12-30,8
INC00887,Software Installation Error,Error encountered during the installation of software X.,Team D,Pending,Software,Medium,3 Days,2023-12-22,2024-01-03,12
INC00888,Software Installation Error,Error encountered during the installation of software X.,Team C,Pending,Software,Critical,4 Hours,2024-01-07,2024-01-20,13
INC00889,Software Installation Error,Error encountered during the installation of software X.,Team C,Resolved,Networking,Critical,4 Hours,2024-01-03,2024-01-06,3
INC00890,Software Installation Error,Error encountered during the installation of software X.,Team B,Closed,Storage,Low,1 Week,2023-12-11,2023-12-19,8
INC00891,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Pending,Storage,Medium,3 Days,2024-01-08,2024-01-18,10
INC00892,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Escalated,Networking,Critical,4 Hours,2023-12-10,2023-12-20,10
INC00893,Software Installation Error,Error encountered during the installation of software X.,Team D,Pending,Storage,Medium,3 Days,2023-12-15,2023-12-28,13
INC00894,Printer Not Responding,The network printer in the finance department is not responding.,Team A,Escalated,Hardware,Low,1 Week,2023-12-22,2023-12-26,4
INC00895,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Pending,Networking,Critical,4 Hours,2023-12-11,2023-12-25,14
INC00896,Software Installation Error,Error encountered during the installation of software X.,Team C,Escalated,Software,Critical,4 Hours,2023-12-12,2023-12-25,13
INC00897,Software Installation Error,Error encountered during the installation of software X.,Team D,Pending,Software,Low,1 Week,2023-12-25,2023-12-30,5
INC00898,Software Installation Error,Error encountered during the installation of software X.,Team A,Escalated,Software,Low,1 Week,2023-12-31,2023-12-31,0
INC00899,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Escalated,Networking,Medium,3 Days,2023-12-27,2024-01-03,7
INC00900,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Escalated,Software,Critical,4 Hours,2023-12-26,2024-01-06,11
INC00901,Software Installation Error,Error encountered during the installation of software X.,Team C,Closed,Software,High,24 Hours,2023-12-20,2023-12-24,4
INC00902,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Pending,Storage,Critical,4 Hours,2023-12-28,2024-01-06,9
INC00903,Software Installation Error,Error encountered during the installation of software X.,Team B,Pending,Networking,High,24 Hours,2023-12-27,2024-01-04,8
INC00904,Software Installation Error,Error encountered during the installation of software X.,Team D,Pending,Software,Critical,4 Hours,2024-01-08,2024-01-23,15
INC00905,Laptop Overheating,User reports that their company-issued laptop overheats frequently.,Team B,Escalated,Hardware,Low,1 Week,2024-01-04,2024-01-09,5
INC00906,Software Installation Error,Error encountered during the installation of software X.,Team B,Pending,Software,Low,1 Week,2023-12-16,2023-12-29,13
INC00907,Software Installation Error,Error encountered during the installation of software X.,Team A,Escalated,Software,High,24 Hours,2023-12-30,2024-01-09,10
INC00908,Software Installation Error,Error encountered during the installation of software X.,Team B,Closed,Software,Medium,3 Days,2023-12-26,2024-01-07,12
INC00909,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Resolved,Software,Medium,3 Days,2024-01-08,2024-01-11,3
INC00910,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Pending,Storage,Medium,3 Days,2023-12-23,2023-12-27,4
INC00911,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Closed,Software,High,24 Hours,2023-12-24,2024-01-01,8
INC00912,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Closed,Storage,Critical,4 Hours,2024-01-05,2024-01-16,11
INC00913,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Resolved,Software,Critical,4 Hours,2024-01-07,2024-01-16,9
INC00914,Software Installation Error,Error encountered during the installation of software X.,Team D,Resolved,Networking,Medium,3 Days,2023-12-27,2024-01-07,11
INC00915,Printer Not Responding,The network printer in the finance department is not responding.,Team D,Closed,Hardware,Medium,3 Days,2024-01-09,2024-01-23,14
INC00916,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Closed,Storage,Critical,4 Hours,2023-12-30,2024-01-11,12
INC00917,Software Installation Error,Error encountered during the installation of software X.,Team C,Pending,Networking,Low,1 Week,2023-12-16,2023-12-17,1
INC00918,Laptop Overheating,User reports that their company-issued laptop overheats frequently.,Team B,Escalated,Hardware,Medium,3 Days,2023-12-30,2024-01-13,14
INC00919,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Pending,Networking,Medium,3 Days,2023-12-18,2023-12-29,11
INC00920,Software Installation Error,Error encountered during the installation of software X.,Team D,Pending,Software,Low,1 Week,2023-12-18,2023-12-31,13
INC00921,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Closed,Software,Low,1 Week,2023-12-29,2023-12-31,2
INC00922,Printer Not Responding,The network printer in the finance department is not responding.,Team A,Resolved,Hardware,High,24 Hours,2024-01-08,2024-01-22,14
INC00923,Software Installation Error,Error encountered during the installation of software X.,Team A,Closed,Networking,High,24 Hours,2024-01-09,2024-01-21,12
INC00924,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Escalated,Storage,Low,1 Week,2023-12-24,2023-12-24,0
INC00925,Software Installation Error,Error encountered during the installation of software X.,Team B,Resolved,Software,Critical,4 Hours,2023-12-16,2023-12-29,13
INC00926,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Resolved,Software,Medium,3 Days,2024-01-04,2024-01-16,12
INC00927,Laptop Overheating,User reports that their company-issued laptop overheats frequently.,Team C,Escalated,Hardware,Low,1 Week,2023-12-10,2023-12-22,12
INC00928,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Escalated,Networking,Critical,4 Hours,2024-01-09,2024-01-17,8
INC00929,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Resolved,Storage,Critical,4 Hours,2023-12-15,2023-12-23,8
INC00930,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Resolved,Storage,Medium,3 Days,2023-12-23,2023-12-27,4
INC00931,Software Installation Error,Error encountered during the installation of software X.,Team B,Escalated,Software,Low,1 Week,2023-12-15,2023-12-21,6
INC00932,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Escalated,Storage,High,24 Hours,2023-12-25,2024-01-06,12
INC00933,Software Installation Error,Error encountered during the installation of software X.,Team A,Resolved,Storage,High,24 Hours,2023-12-18,2024-01-02,15
INC00934,Laptop Overheating,User reports that their company-issued laptop overheats frequently.,Team C,Pending,Hardware,High,24 Hours,2023-12-14,2023-12-18,4
INC00935,Software Installation Error,Error encountered during the installation of software X.,Team D,Closed,Storage,Medium,3 Days,2023-12-30,2024-01-02,3
INC00936,Printer Not Responding,The network printer in the finance department is not responding.,Team C,Escalated,Hardware,High,24 Hours,2023-12-17,2023-12-25,8
INC00937,Software Installation Error,Error encountered during the installation of software X.,Team D,Escalated,Software,Critical,4 Hours,2023-12-10,2023-12-18,8
INC00938,Software Installation Error,Error encountered during the installation of software X.,Team D,Resolved,Software,Low,1 Week,2023-12-25,2023-12-28,3
INC00939,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Resolved,Software,Low,1 Week,2023-12-28,2024-01-11,14
INC00940,Software Installation Error,Error encountered during the installation of software X.,Team C,Resolved,Software,High,24 Hours,2023-12-19,2023-12-31,12
INC00941,Software Installation Error,Error encountered during the installation of software X.,Team B,Closed,Software,High,24 Hours,2024-01-06,2024-01-15,9
INC00942,Software Installation Error,Error encountered during the installation of software X.,Team B,Closed,Software,Critical,4 Hours,2023-12-16,2023-12-17,1
INC00943,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Closed,Storage,High,24 Hours,2023-12-25,2023-12-26,1
INC00944,Laptop Overheating,User reports that their company-issued laptop overheats frequently.,Team A,Escalated,Hardware,Critical,4 Hours,2023-12-11,2023-12-26,15
INC00945,Software Installation Error,Error encountered during the installation of software X.,Team C,Resolved,Software,Medium,3 Days,2023-12-15,2023-12-20,5
INC00946,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Escalated,Networking,Critical,4 Hours,2023-12-18,2023-12-18,0
INC00947,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Escalated,Storage,Low,1 Week,2023-12-24,2023-12-28,4
INC00948,Laptop Overheating,User reports that their company-issued laptop overheats frequently.,Team C,Pending,Hardware,Critical,4 Hours,2023-12-19,2024-01-02,14
INC00949,Laptop Overheating,User reports that their company-issued laptop overheats frequently.,Team A,Pending,Hardware,Critical,4 Hours,2024-01-01,2024-01-01,0
INC00950,Laptop Overheating,User reports that their company-issued laptop overheats frequently.,Team B,Escalated,Hardware,Medium,3 Days,2023-12-23,2023-12-31,8
INC00951,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Pending,Software,Critical,4 Hours,2023-12-28,2023-12-28,0
INC00952,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Resolved,Storage,Low,1 Week,2023-12-25,2023-12-26,1
INC00953,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Closed,Networking,Critical,4 Hours,2023-12-31,2024-01-02,2
INC00954,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Closed,Storage,High,24 Hours,2023-12-14,2023-12-23,9
INC00955,Printer Not Responding,The network printer in the finance department is not responding.,Team C,Pending,Hardware,High,24 Hours,2023-12-25,2023-12-25,0
INC00956,Software Installation Error,Error encountered during the installation of software X.,Team A,Closed,Software,Low,1 Week,2023-12-29,2024-01-12,14
INC00957,Software Installation Error,Error encountered during the installation of software X.,Team A,Resolved,Networking,High,24 Hours,2024-01-05,2024-01-16,11
INC00958,Printer Not Responding,The network printer in the finance department is not responding.,Team B,Escalated,Hardware,Critical,4 Hours,2023-12-11,2023-12-20,9
INC00959,Software Installation Error,Error encountered during the installation of software X.,Team D,Closed,Software,Medium,3 Days,2023-12-12,2023-12-21,9
INC00960,Software Installation Error,Error encountered during the installation of software X.,Team D,Escalated,Storage,Low,1 Week,2024-01-08,2024-01-21,13
INC00961,Laptop Overheating,User reports that their company-issued laptop overheats frequently.,Team D,Resolved,Hardware,Critical,4 Hours,2023-12-29,2024-01-08,10
INC00962,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Pending,Software,Medium,3 Days,2023-12-26,2024-01-08,13
INC00963,Software Installation Error,Error encountered during the installation of software X.,Team B,Resolved,Software,Medium,3 Days,2023-12-16,2023-12-31,15
INC00964,Printer Not Responding,The network printer in the finance department is not responding.,Team D,Closed,Hardware,High,24 Hours,2023-12-18,2023-12-29,11
INC00965,Printer Not Responding,The network printer in the finance department is not responding.,Team D,Escalated,Hardware,Medium,3 Days,2024-01-03,2024-01-14,11
INC00966,Printer Not Responding,The network printer in the finance department is not responding.,Team A,Closed,Hardware,Medium,3 Days,2024-01-05,2024-01-05,0
INC00967,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Pending,Networking,Low,1 Week,2023-12-16,2023-12-22,6
INC00968,Laptop Overheating,User reports that their company-issued laptop overheats frequently.,Team D,Escalated,Hardware,Critical,4 Hours,2023-12-28,2024-01-08,11
INC00969,Software Installation Error,Error encountered during the installation of software X.,Team B,Resolved,Networking,Critical,4 Hours,2023-12-25,2023-12-27,2
INC00970,Software Installation Error,Error encountered during the installation of software X.,Team D,Resolved,Networking,Medium,3 Days,2023-12-29,2024-01-04,6
INC00971,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Pending,Storage,Critical,4 Hours,2023-12-16,2023-12-16,0
INC00972,Laptop Overheating,User reports that their company-issued laptop overheats frequently.,Team C,Escalated,Hardware,High,24 Hours,2023-12-26,2023-12-29,3
INC00973,Printer Not Responding,The network printer in the finance department is not responding.,Team D,Resolved,Hardware,Low,1 Week,2023-12-27,2024-01-02,6
INC00974,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Closed,Software,Low,1 Week,2023-12-18,2023-12-21,3
INC00975,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Resolved,Software,High,24 Hours,2024-01-05,2024-01-07,2
INC00976,Software Installation Error,Error encountered during the installation of software X.,Team A,Resolved,Storage,High,24 Hours,2023-12-21,2024-01-02,12
INC00977,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Resolved,Software,Low,1 Week,2023-12-20,2023-12-31,11
INC00978,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Resolved,Storage,High,24 Hours,2024-01-09,2024-01-21,12
INC00979,Software Installation Error,Error encountered during the installation of software X.,Team A,Escalated,Networking,Critical,4 Hours,2024-01-09,2024-01-12,3
INC00980,Software Installation Error,Error encountered during the installation of software X.,Team C,Resolved,Storage,Low,1 Week,2024-01-04,2024-01-18,14
INC00981,Laptop Overheating,User reports that their company-issued laptop overheats frequently.,Team A,Pending,Hardware,High,24 Hours,2023-12-21,2024-01-04,14
INC00982,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team C,Escalated,Networking,Medium,3 Days,2023-12-26,2024-01-05,10
INC00983,Software Installation Error,Error encountered during the installation of software X.,Team C,Pending,Software,Critical,4 Hours,2024-01-05,2024-01-18,13
INC00984,Software Installation Error,Error encountered during the installation of software X.,Team D,Escalated,Networking,Low,1 Week,2024-01-03,2024-01-06,3
INC00985,Laptop Overheating,User reports that their company-issued laptop overheats frequently.,Team D,Pending,Hardware,Medium,3 Days,2023-12-12,2023-12-27,15
INC00986,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Resolved,Software,Low,1 Week,2024-01-04,2024-01-15,11
INC00987,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Resolved,Networking,Medium,3 Days,2023-12-27,2023-12-28,1
INC00988,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Escalated,Networking,Medium,3 Days,2023-12-16,2023-12-30,14
INC00989,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team A,Closed,Software,Low,1 Week,2023-12-24,2023-12-30,6
INC00990,Software Installation Error,Error encountered during the installation of software X.,Team A,Pending,Storage,High,24 Hours,2023-12-30,2024-01-01,2
INC00991,Software Installation Error,Error encountered during the installation of software X.,Team B,Resolved,Networking,High,24 Hours,2023-12-11,2023-12-25,14
INC00992,Software Installation Error,Error encountered during the installation of software X.,Team C,Resolved,Networking,Critical,4 Hours,2024-01-09,2024-01-16,7
INC00993,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team D,Pending,Software,Medium,3 Days,2024-01-02,2024-01-05,3
INC00994,Software Installation Error,Error encountered during the installation of software X.,Team C,Resolved,Networking,Low,1 Week,2024-01-07,2024-01-19,12
INC00995,Printer Not Responding,The network printer in the finance department is not responding.,Team D,Resolved,Hardware,Medium,3 Days,2023-12-13,2023-12-14,1
INC00996,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Escalated,Software,Low,1 Week,2023-12-16,2023-12-31,15
INC00997,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Resolved,Software,Critical,4 Hours,2023-12-24,2024-01-02,9
INC00998,Software Installation Error,Error encountered during the installation of software X.,Team D,Closed,Storage,Low,1 Week,2023-12-10,2023-12-22,12
INC00999,Email Client Crash,The email client crashes repeatedly when opening attachments.,Team B,Resolved,Storage,Low,1 Week,2023-12-16,2023-12-19,3
