Incident Number,Customer Query,IT Support Response,Assigned Team,Resolution,Priority,SLA Time,Incident Date,Resolution Date,Days to Resolve
INC00198,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team A,Pending,High,24 Hours,2023-12-28,2023-12-29,1
INC00199,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team A,Resolved,Medium,3 Days,2023-12-30,2024-01-10,11
INC00200,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team A,Resolved,Low,1 Week,2023-12-21,2023-12-26,5
INC00201,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team A,Closed,High,24 Hours,2023-12-28,2023-12-28,0
INC00202,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Resolved,High,24 Hours,2024-01-01,2024-01-04,3
INC00203,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team A,Resolved,Critical,4 Hours,2024-01-05,2024-01-12,7
INC00204,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team A,Resolved,Critical,4 Hours,2023-12-11,2023-12-24,13
INC00205,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Escalated,Low,1 Week,2024-01-05,2024-01-15,10
INC00206,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Pending,Medium,3 Days,2023-12-30,2024-01-04,5
INC00207,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team A,Closed,Low,1 Week,2023-12-30,2023-12-31,1
INC00208,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team D,Escalated,Low,1 Week,2023-12-15,2023-12-27,12
INC00209,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Escalated,Medium,3 Days,2024-01-02,2024-01-14,12
INC00210,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team D,Escalated,Medium,3 Days,2024-01-09,2024-01-24,15
INC00211,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Pending,Medium,3 Days,2023-12-21,2024-01-03,13
INC00212,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Closed,Medium,3 Days,2023-12-13,2023-12-26,13
INC00213,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Pending,Critical,4 Hours,2024-01-06,2024-01-10,4
INC00214,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Resolved,High,24 Hours,2023-12-22,2023-12-31,9
INC00215,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team D,Pending,Critical,4 Hours,2023-12-20,2024-01-03,14
INC00216,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team B,Resolved,High,24 Hours,2024-01-06,2024-01-06,0
INC00217,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team A,Closed,High,24 Hours,2023-12-27,2023-12-27,0
INC00218,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team B,Closed,High,24 Hours,2023-12-23,2024-01-03,11
INC00219,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team D,Pending,Medium,3 Days,2024-01-07,2024-01-18,11
INC00220,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team C,Resolved,Low,1 Week,2023-12-15,2023-12-26,11
INC00221,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team D,Resolved,Low,1 Week,2023-12-17,2023-12-22,5
INC00222,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Escalated,Medium,3 Days,2024-01-06,2024-01-09,3
INC00223,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Escalated,High,24 Hours,2024-01-04,2024-01-07,3
INC00224,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Closed,High,24 Hours,2023-12-13,2023-12-23,10
INC00225,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team D,Escalated,High,24 Hours,2023-12-29,2024-01-03,5
INC00226,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team B,Escalated,Low,1 Week,2023-12-21,2023-12-31,10
INC00227,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Escalated,High,24 Hours,2023-12-29,2024-01-04,6
INC00228,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team D,Closed,Low,1 Week,2023-12-15,2023-12-18,3
INC00229,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team C,Escalated,Low,1 Week,2023-12-29,2024-01-13,15
INC00230,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team C,Pending,Critical,4 Hours,2023-12-10,2023-12-22,12
INC00231,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team A,Resolved,Low,1 Week,2023-12-12,2023-12-15,3
INC00232,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Resolved,High,24 Hours,2023-12-18,2023-12-31,13
INC00233,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team C,Closed,Medium,3 Days,2024-01-05,2024-01-16,11
INC00234,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Pending,Low,1 Week,2023-12-30,2024-01-12,13
INC00235,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Pending,Low,1 Week,2024-01-09,2024-01-24,15
INC00236,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team C,Closed,Medium,3 Days,2023-12-28,2024-01-10,13
INC00237,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team C,Escalated,Critical,4 Hours,2023-12-13,2023-12-18,5
INC00238,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team C,Closed,Medium,3 Days,2023-12-22,2023-12-22,0
INC00239,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team A,Resolved,High,24 Hours,2023-12-30,2024-01-05,6
INC00240,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team C,Pending,Low,1 Week,2023-12-17,2023-12-22,5
INC00241,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team D,Closed,Medium,3 Days,2023-12-10,2023-12-21,11
INC00242,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Resolved,Low,1 Week,2023-12-17,2024-01-01,15
INC00243,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team D,Resolved,Medium,3 Days,2023-12-24,2023-12-28,4
INC00244,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Escalated,High,24 Hours,2024-01-06,2024-01-16,10
INC00245,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team D,Pending,Medium,3 Days,2023-12-11,2023-12-26,15
INC00246,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Pending,Medium,3 Days,2023-12-23,2023-12-29,6
