Incident Number,Customer Query,IT Support Response,Assigned Team,Resolution,Priority,SLA Time,Incident Date,Resolution Date,Days to Resolve
INC00207,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team A,Resolved,High,24 Hours,2023-12-25,2023-12-27,2
INC00208,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team B,Resolved,Medium,3 Days,2023-11-20,2023-11-25,5
INC00209,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team F,Resolved,Medium,3 Days,2023-11-22,2023-11-26,4
INC00210,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team B,Pending,Medium,3 Days,2024-01-03,2024-01-08,5
INC00211,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team F,Escalated,High,24 Hours,2024-01-08,2024-01-09,1
INC00212,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team B,Closed,Low,1 Week,2024-01-03,2024-01-04,1
INC00213,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team F,Closed,Medium,3 Days,2023-11-26,2023-12-01,5
INC00214,Cannot connect to database from application,Check if the database service is running and accessible.,Team F,Escalated,Critical,4 Hours,2023-12-01,2023-12-04,3
INC00215,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team A,Closed,Low,1 Week,2023-11-23,2023-11-25,2
INC00216,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team B,Escalated,Critical,4 Hours,2023-11-16,2023-11-17,1
INC00217,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team D,Resolved,Medium,3 Days,2024-01-06,2024-01-13,7
INC00218,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team F,Resolved,Medium,3 Days,2023-12-08,2023-12-11,3
INC00219,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team A,Reopened,Medium,3 Days,2023-11-28,2023-12-05,7
INC00220,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team E,Reopened,High,24 Hours,2023-12-24,2023-12-27,3
INC00221,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team E,Pending,Low,1 Week,2023-12-17,2023-12-18,1
INC00222,Email client crashes on startup,Please update your email client to the latest version.,Team C,Escalated,High,24 Hours,2023-11-11,2023-11-14,3
INC00223,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team B,Closed,Critical,4 Hours,2023-11-22,2023-11-25,3
INC00224,Email client crashes on startup,Please update your email client to the latest version.,Team E,Escalated,High,24 Hours,2023-11-29,2023-12-01,2
INC00225,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team F,Pending,Low,1 Week,2023-12-26,2023-12-28,2
INC00226,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team D,Pending,High,24 Hours,2023-11-24,2023-11-27,3
INC00227,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team D,Reopened,Medium,3 Days,2023-12-06,2023-12-10,4
INC00228,Email client crashes on startup,Please update your email client to the latest version.,Team C,Pending,High,24 Hours,2023-12-03,2023-12-06,3
INC00229,Cannot connect to database from application,Check if the database service is running and accessible.,Team A,Pending,Critical,4 Hours,2024-01-06,2024-01-07,1
INC00230,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team C,Closed,Critical,4 Hours,2024-01-01,2024-01-04,3
INC00231,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team E,Resolved,Critical,4 Hours,2023-11-21,2023-11-22,1
INC00232,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team F,Reopened,Low,1 Week,2023-11-28,2023-12-12,14
INC00233,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team B,Pending,High,24 Hours,2023-11-18,2023-11-21,3
INC00234,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team B,Escalated,Medium,3 Days,2023-12-15,2023-12-18,3
INC00235,Email client crashes on startup,Please update your email client to the latest version.,Team A,Resolved,High,24 Hours,2023-11-19,2023-11-20,1
INC00236,Email client crashes on startup,Please update your email client to the latest version.,Team B,Pending,High,24 Hours,2024-01-01,2024-01-02,1
INC00237,Email client crashes on startup,Please update your email client to the latest version.,Team A,Pending,High,24 Hours,2023-11-27,2023-11-28,1
INC00238,Cannot connect to database from application,Check if the database service is running and accessible.,Team B,Reopened,Critical,4 Hours,2023-12-09,2023-12-12,3
INC00239,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team D,Reopened,Low,1 Week,2023-11-10,2023-11-12,2
INC00240,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team C,Pending,High,24 Hours,2023-12-09,2023-12-10,1
INC00241,Email client crashes on startup,Please update your email client to the latest version.,Team D,Pending,High,24 Hours,2023-12-15,2023-12-17,2
INC00242,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team D,Pending,Medium,3 Days,2023-12-14,2023-12-21,7
INC00243,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team B,Pending,High,24 Hours,2023-12-12,2023-12-15,3
INC00244,Cannot connect to database from application,Check if the database service is running and accessible.,Team F,Closed,Critical,4 Hours,2023-12-02,2023-12-05,3
INC00245,Email client crashes on startup,Please update your email client to the latest version.,Team D,Pending,High,24 Hours,2023-12-28,2023-12-29,1
INC00246,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team E,Closed,High,24 Hours,2023-12-05,2023-12-08,3
INC00247,Cannot connect to database from application,Check if the database service is running and accessible.,Team D,Escalated,Critical,4 Hours,2023-11-11,2023-11-14,3
INC00248,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team F,Reopened,Critical,4 Hours,2023-12-17,2023-12-20,3
INC00249,Email client crashes on startup,Please update your email client to the latest version.,Team E,Closed,High,24 Hours,2023-12-23,2023-12-24,1
INC00250,Cannot connect to database from application,Check if the database service is running and accessible.,Team B,Closed,Critical,4 Hours,2023-11-21,2023-11-24,3
INC00251,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team A,Reopened,Low,1 Week,2023-12-07,2023-12-08,1
INC00252,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team E,Closed,Low,1 Week,2023-12-31,2024-01-02,2
INC00253,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team C,Escalated,Low,1 Week,2023-12-20,2023-12-23,3
INC00254,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team A,Resolved,High,24 Hours,2024-01-02,2024-01-05,3
INC00255,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team A,Resolved,High,24 Hours,2024-01-07,2024-01-10,3
INC00256,Email client crashes on startup,Please update your email client to the latest version.,Team F,Closed,High,24 Hours,2023-12-08,2023-12-11,3
INC00257,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team F,Closed,High,24 Hours,2023-11-21,2023-11-24,3
INC00258,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team F,Pending,High,24 Hours,2023-12-04,2023-12-06,2
INC00259,Email client crashes on startup,Please update your email client to the latest version.,Team C,Resolved,High,24 Hours,2023-11-29,2023-11-30,1
INC00260,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team D,Closed,High,24 Hours,2023-12-07,2023-12-10,3
INC00261,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team E,Closed,Medium,3 Days,2023-11-22,2023-11-26,4
INC00262,Cannot connect to database from application,Check if the database service is running and accessible.,Team C,Resolved,Critical,4 Hours,2023-12-14,2023-12-17,3
INC00263,Email client crashes on startup,Please update your email client to the latest version.,Team C,Escalated,High,24 Hours,2023-12-11,2023-12-14,3
INC00264,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team F,Escalated,High,24 Hours,2023-12-05,2023-12-07,2
INC00265,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team A,Reopened,Medium,3 Days,2023-11-26,2023-12-01,5
INC00266,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team B,Reopened,Medium,3 Days,2024-01-08,2024-01-15,7
INC00267,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team D,Closed,High,24 Hours,2023-11-13,2023-11-16,3
INC00268,Cannot connect to database from application,Check if the database service is running and accessible.,Team E,Reopened,Critical,4 Hours,2024-01-02,2024-01-05,3
INC00269,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team A,Reopened,Medium,3 Days,2023-11-19,2023-11-26,7
INC00270,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team F,Pending,Medium,3 Days,2023-12-08,2023-12-11,3
INC00271,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team B,Escalated,Low,1 Week,2023-12-18,2023-12-19,1
